dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,activity,growth,symmetry,timepoint,seed_key
-0.3903735,1.1780573,-0.3623303,-0.9764012,0.335469,-0.86314845,0.34293002,-0.34161782,2.095207,-0.8795941,0.053785563,0.048170604,0.8692883,-0.3279094,2.1593223,1.0462009,1.1306967,0.78957367,-0.022498563,0.9163618,-1.131868,-0.7308409,0.66066587,0.3337797,-1.0666957,-0.040094435,0.15851864,0.10101369,-1.2719018,-1.191701,-0.26167002,-0.14152226,1.0,1.3465086,0.6378378,12,CH_Sav_72
-1.2280091,-0.920203,0.33691934,-0.40669122,-0.23032837,0.3664437,0.23530763,0.04051973,2.122198,0.8298824,-2.7232163,-1.2358186,0.122799315,-0.0633931,-0.2395395,-0.22995253,-0.92247635,0.37378067,-1.2742622,-0.16302499,0.8526088,-0.20498478,-0.15586281,-0.61729604,-2.0228543,-0.8470325,0.30161273,-0.8489458,0.797577,-0.44663906,-0.048239857,0.26725784,1.0,1.2705883,0.68333334,9,CH_Sav_72
0.9912591,-2.5918343,0.47478703,-3.0853195,0.6137358,0.25941738,0.5230197,-0.50491214,-0.07442364,-0.19703948,0.39279258,-1.4059129,0.43195847,-1.3587024,-1.2142397,-0.21034202,0.9503212,-0.31528848,0.85790664,-0.780249,0.47332057,0.5225943,-0.08648809,2.2382116,-0.4565548,-1.5858264,0.5434706,0.25821382,-1.8998736,0.6234626,-0.42057154,-0.16116758,1.0,1.1666666,0.62222224,5,CH_Sav_72
-1.2014749,-1.9122933,0.39595932,0.4931369,1.9133432,-1.0283571,0.5534599,-0.03547155,0.15559924,0.44039083,0.9336399,-0.59903103,0.31972313,0.1264808,-1.833768,0.31669018,-1.9078522,0.89765596,-0.341138,0.625831,0.21565422,0.32098812,-1.5167347,-0.43133834,-3.0085928,-1.3758436,0.57736146,1.1398683,-0.31170833,0.6945938,-0.27690542,0.20502865,0.0,0.0,0.0,0,CH_Sav_72
-2.16235,-0.4250679,-0.16562416,-1.2298114,1.1464249,0.6840458,0.43831724,0.02306205,2.2029321,1.7980143,0.39941365,1.0544876,-1.0413693,-1.6369622,-0.6507181,0.42563927,1.0258054,-0.53165865,-0.5421966,-1.348391,0.24179468,-0.97074884,0.9120266,0.6678673,0.95901376,1.9911631,1.5023834,-2.6072087,-0.5072775,0.6015246,1.3797123,0.093577534,1.0,1.2351649,0.64,8,CH_Sav_72
0.88017935,-0.53603184,1.1922477,-0.70381105,-0.58945674,0.7955005,0.042758167,-0.39338487,0.22531453,0.40531117,1.502106,-2.112256,-0.8648966,-0.2904548,-1.7738352,0.6542397,-0.5626818,1.1315559,-1.3978256,0.17223863,0.5249689,-0.98274434,0.6321388,-0.13276309,-0.9417032,-1.865658,0.08639919,-0.596761,-1.2542704,1.0198673,1.2107676,-2.6459343,1.0,1.3128206,0.6425532,14,CH_Sav_72
0.42927754,1.1768079,-0.32595915,0.13048589,-0.12405984,-0.2880776,0.02906954,-0.61652553,-0.121969484,0.64688414,-0.5473082,0.42093512,-1.597465,0.7738438,0.7994723,1.0468502,1.1970329,0.9696293,-0.22169447,0.96809036,-2.4481525,0.3973741,0.41700333,0.75745887,-0.87452257,-0.991178,-1.5350845,-1.3379302,0.6323367,-0.72144496,0.99195,0.5691138,1.0,1.1398602,0.6117647,7,CH_Sav_72
-0.4433667,0.30922017,-0.7553144,-1.6832097,0.149426,1.0081112,-0.4622344,0.17302352,-1.3940251,2.014293,0.81817067,-0.1426285,0.116565645,-0.008461919,-1.2494104,-0.5384271,-0.3890167,1.2284071,-0.2169262,0.31232092,2.1322174,-0.6120837,0.66687274,-0.8889279,1.9021101,0.46044406,0.8262625,-0.16463259,-1.7470284,-0.7229025,-0.2474752,-0.38672045,1.0,1.2,0.52,3,CH_Sav_72
0.43873945,-0.6915324,-0.61892736,-1.2684143,-0.69831187,1.551938,0.3333154,-0.7684878,0.28948957,1.4650216,1.6595601,-1.9723074,-0.7653613,-0.48833355,-1.7704616,0.6027013,-0.0017569363,0.6569159,-1.2521616,-0.0017229319,0.5101323,0.8926866,0.71530807,-0.45945597,-0.8125015,-1.7338821,-0.11062105,-1.1516376,-1.1960559,1.2413007,1.189219,-2.4893434,1.0,1.1619048,0.54285717,4,CH_Sav_72
0.887041,-1.2797017,1.6086615,-0.05206539,0.84195215,-0.14066674,0.07018095,-0.65114534,-1.5833838,0.11918235,1.5084248,-0.30476278,2.0290935,-0.41311216,0.8493114,-0.620875,1.5172099,-0.90450495,2.703915,1.4258558,1.7177826,0.4594326,-0.37812978,-0.8278793,-0.38351434,-0.2922828,-1.7754673,1.2367299,0.78014493,-0.8020963,-0.7398158,0.7454672,0.6060606,1.3264534,0.6068966,10,CH_Sav_72
0.2961323,-0.80769956,-0.6004772,0.33211875,-0.6614144,-0.10275383,-0.22089571,-0.60545367,-1.3031123,-1.8819436,-2.2610962,0.80114836,-0.039453175,0.17292672,0.7875135,-1.2208214,-0.78148735,0.20228308,0.57830817,-1.3195722,0.5607353,0.57085913,0.028540373,0.6071523,1.1396923,0.13766679,-0.087534666,-1.7048864,1.8830993,0.36543748,-1.058254,0.30906594,1.0,1.322029,0.59069765,13,CH_Sav_72
1.2839742,-0.5527274,1.7214749,0.018596768,-2.73211,0.1311467,-0.65736645,0.8320596,1.0783225,-0.8266524,-0.17591918,-0.070157945,-0.24311426,0.3821372,-1.3303785,-1.2966797,0.56023246,2.6932282,0.64625704,-1.1770653,-1.4447576,-0.19237265,-0.4507541,0.06494416,-1.1109484,1.0790946,-1.5785702,0.14351854,1.8449497,2.0047097,-1.0500858,-0.66155994,1.0,1.1272727,0.74545455,6,CH_Sav_72
0.2392266,1.6335101,0.3229279,-0.15446603,-0.25895736,-0.8881519,1.280786,0.7250562,1.4691017,-0.71056867,-0.22871952,1.0502436,-0.32311386,0.3958162,1.5965463,-0.60757697,-0.2593924,0.20312828,1.5285215,-0.027991027,-0.98219115,0.3120359,0.41509527,-0.29463336,0.10994888,1.8546026,-2.287005,-1.8875225,1.6179221,-0.59309155,-0.5082896,1.1470027,1.0,0.0,1.0,1,CH_Sav_72
0.8566967,1.8419808,-1.1586637,0.3364057,0.2043684,-0.76651525,0.9980514,0.28770489,-1.968033,0.83828217,-0.8054757,-0.34349093,-0.17157784,1.4075778,1.0369943,1.1628789,1.1542583,-0.3323404,-0.6534153,2.109131,-1.1591994,1.1878825,0.7093345,2.1358156,0.98721796,-0.60499054,-0.6618424,1.3924841,-1.0463097,-1.7112868,-0.1621696,1.9036999,1.0,1.0873814e-15,0.9,2,CH_Savav_62
0.2582487,-0.33915842,-0.7910681,1.9208094,0.20656374,-0.8634546,0.15894672,0.38359967,0.4838796,-1.8086532,-1.7327095,0.7729131,0.73246914,0.62584805,-0.08053082,-0.37908998,0.0707486,-0.24690872,1.2881256,-1.6836783,-0.650439,-0.29235846,-0.5636223,-1.5625805,-0.2878921,0.33148986,0.9624473,0.53471667,-1.461571,1.3541679,-0.52744293,0.45811057,1.0,1.240404,0.7818182,6,CH_Savav_62
-0.6951352,1.0250953,-1.2119391,-0.28093934,0.3582744,-0.44376308,0.17157029,0.07583472,-1.208693,-1.0905476,-0.26427692,0.2714292,2.390844,1.2969432,0.17244108,-0.39684618,-0.53619254,-0.8937498,0.56178933,1.2874801,0.5353104,-0.55400354,-1.5678288,0.51307034,-1.6547778,-1.4894783,0.92773414,-0.26299497,-1.8556278,0.07599049,-0.84107494,-0.33382332,1.0,1.3498747,0.6388889,11,CH_Savav_62
0.9594786,1.333348,1.1462716,-1.2805692,0.6668349,0.5012324,0.18544932,-0.57730246,1.4274331,-0.6811985,-0.13145168,0.41766334,0.21771757,-0.7446353,2.6371748,1.3852502,-1.4233732,-0.5283551,1.0441152,-0.76373947,-1.3443129,0.40182787,0.73266345,1.0839578,1.6904328,1.5031711,-0.3001865,-0.7376777,-0.7854682,-0.9843692,-0.9360229,0.7384541,1.0,1.1666666,0.62222224,5,CH_Savav_62
-0.24724293,-1.2170336,1.1079736,-0.6704265,2.1025786,-0.58240277,0.99173313,-0.9838187,1.3162777,0.27070475,-0.78972095,1.3511524,0.6999944,-1.0931534,1.3600087,0.5819277,-1.2239519,0.24959607,1.3854963,-0.68217576,-0.68793887,-0.5968393,-0.51848346,-0.67207783,-0.7705674,0.4759859,1.5444613,0.37423474,-0.19350223,0.2955038,0.11901784,0.6139347,1.0,0.0,1.0,1,CH_Savav_62
