KEY,RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_CORENESS,ACTIVITY
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,13.58818896999189,34.641000000000005,1.827182481751825,0.0573296747769667,335.5370373073804,481843547.9437145,1043,1233,73.0,146.0,105.0450623202301,46.807765139316494,1.1821668264621286,1.1821668264621286,2.364333652924257,0.0141025641025641,0.0224173063497371,0.0059901002103259,1.9961649089165867,-0.1846153846153846
C_Lvav,13.58818896999189,34.641000000000005,1.827182481751825,0.0573296747769667,335.5370373073804,481843547.9437145,1043,1233,73.0,146.0,105.0450623202301,46.807765139316494,1.1821668264621286,1.1821668264621286,2.364333652924257,0.0141025641025641,0.0224173063497371,0.0059901002103259,1.9961649089165867,-0.1846153846153846
C_Lvav,14.960522966242392,34.641000000000005,1.7633392363032652,0.0732282866629773,377.67065356945216,1021327040.9866632,1489,1807,64.0,106.0,85.39355271994627,44.08831249954866,1.2135661517797178,1.2135661517797178,2.427132303559436,0.0069537909376401,0.0229861591821379,0.0028524383100839,1.9979852249832104,0.7446808510638299
C_Lvav,13.48351803984922,34.641000000000005,1.7292843295638125,0.0616784830371567,354.84636348949914,599094543.6804523,1555,1857,62.0,109.0,87.59807073954984,45.08526073156298,1.1942122186495177,1.1942122186495177,2.3884244372990358,0.0096649484536082,0.0225043195846531,0.003055224762821,1.997427652733119,0.6788321167883211
C_Lvav,13.870874505928857,34.64100000000001,1.711143280632411,0.0598871981225296,390.3518033596838,699788445.5501481,1685,2024,66.0,116.0,90.46290801186944,45.854397823466805,1.201186943620178,1.201186943620178,2.402373887240356,0.0087197780420134,0.0220944626449256,0.002249396807276,1.9964391691394656,0.6595744680851063
C_Lvav,12.941605412208936,34.641000000000005,1.7569087476400251,0.0530252636878539,323.95854625550663,403391033.02416617,1332,1589,68.0,136.0,99.28903903903904,45.08391599713914,1.192942942942943,1.192942942942943,2.385885885885886,0.0090293453724605,0.0232049116056165,0.0035109513687156,1.9962462462462465,-0.029940119760479
C_Lvav,13.48351803984922,34.641000000000005,1.7292843295638125,0.0616784830371567,354.84636348949914,599094543.6804523,1555,1857,62.0,109.0,87.59807073954984,45.08526073156298,1.1942122186495177,1.1942122186495177,2.3884244372990358,0.0096649484536082,0.0225043195846531,0.003055224762821,1.997427652733119,0.6788321167883211
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,12.824463292293665,34.641,1.687437756497948,0.0505437259461924,313.2588372093023,368361165.7621979,1828,2193,64.0,111.0,88.2117067833698,45.181477928327695,1.199671772428884,1.199671772428884,2.399343544857768,0.0153424657534246,0.0225633833532599,0.0027913709293192,1.99835886214442,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,14.331410354223433,34.641000000000005,1.8192147138964576,0.0638262245231607,370.5930566757494,650182086.6051226,1532,1835,70.0,140.0,102.78590078328982,48.01747948831205,1.197780678851175,1.197780678851175,2.39556135770235,0.0089383039023326,0.0216832782485586,0.0038958728326899,1.998041775456919,0.2592592592592593
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,13.30135933014354,34.641,1.6586344497607657,0.0563068918660287,348.28145215311,570434106.9589474,1733,2090,62.0,111.0,87.53491055972303,45.29955329835592,1.20600115406809,1.20600115406809,2.41200230813618,0.0144508670520231,0.022333497110793,0.0025494285148197,1.998268897864974,0.6855345911949686
C_Lvav,13.379055782312925,34.64099999999999,1.7501410430839002,0.0560403528344671,351.31778231292515,546664574.8622223,1820,2205,64.0,122.0,93.46868131868132,47.51668589793933,1.2115384615384617,1.2115384615384617,2.423076923076923,0.0100898917629792,0.0215131751749936,0.0025279008306076,1.9983516483516484,0.76
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,13.604573430493272,34.641000000000005,1.81382567264574,0.0584066418161435,338.07830325112104,534480236.566704,1484,1784,75.0,150.0,107.41711590296497,47.42163477179826,1.202156334231806,1.202156334231806,2.404312668463612,0.0119288768849876,0.022234178537947,0.0038256649617882,1.9973045822102429,-0.0754716981132075
C_Lvav,13.604573430493272,34.641000000000005,1.81382567264574,0.0584066418161435,338.07830325112104,534480236.566704,1484,1784,75.0,150.0,107.41711590296497,47.42163477179826,1.202156334231806,1.202156334231806,2.404312668463612,0.0119288768849876,0.022234178537947,0.0038256649617882,1.9973045822102429,-0.0754716981132075
C_Lvav,13.604573430493272,34.641000000000005,1.81382567264574,0.0584066418161435,338.07830325112104,534480236.566704,1484,1784,75.0,150.0,107.41711590296497,47.42163477179826,1.202156334231806,1.202156334231806,2.404312668463612,0.0119288768849876,0.022234178537947,0.0038256649617882,1.9973045822102429,-0.0754716981132075
C_Lvav,13.223958059626074,34.641000000000005,1.842235977766549,0.0522578595250126,321.27352400202125,392759138.1966144,1664,1979,73.0,125.0,101.66165865384616,51.568315920024055,1.1893028846153846,1.1893028846153846,2.378605769230769,0.007826610475617,0.0198742371894295,0.0033002607819958,1.9981971153846156,0.7605633802816902
C_Lvav,12.619265321375185,34.641,1.924657698056801,0.0479694925261584,290.762923019432,339158718.70508224,1130,1338,72.0,143.0,102.36814159292037,44.73428439295484,1.184070796460177,1.184070796460177,2.368141592920354,0.0124223602484472,0.0237874154934864,0.006047808451878,1.9964601769911503,0.5
C_Lvav,12.619265321375185,34.641,1.924657698056801,0.0479694925261584,290.762923019432,339158718.70508224,1130,1338,72.0,143.0,102.36814159292037,44.73428439295484,1.184070796460177,1.184070796460177,2.368141592920354,0.0124223602484472,0.0237874154934864,0.006047808451878,1.9964601769911503,0.5
C_Lvav,12.619265321375185,34.641,1.924657698056801,0.0479694925261584,290.762923019432,339158718.70508224,1130,1338,72.0,143.0,102.36814159292037,44.73428439295484,1.184070796460177,1.184070796460177,2.368141592920354,0.0124223602484472,0.0237874154934864,0.006047808451878,1.9964601769911503,0.5
C_Lvav,13.34788859695218,34.641000000000005,1.9032033631108776,0.0523325869679453,316.6634214398318,475884552.6229113,1562,1903,62.0,124.0,93.4731113956466,45.64259261233934,1.2183098591549295,1.2183098591549295,2.436619718309859,0.0111182381868719,0.0227909090038285,0.0034112033148854,1.998079385403329,0.3980582524271845
C_Lvav,13.34788859695218,34.641000000000005,1.9032033631108776,0.0523325869679453,316.6634214398318,475884552.6229113,1562,1903,62.0,124.0,93.4731113956466,45.64259261233934,1.2183098591549295,1.2183098591549295,2.436619718309859,0.0111182381868719,0.0227909090038285,0.0034112033148854,1.998079385403329,0.3980582524271845
C_Lvav,14.124950895436164,34.641000000000005,1.8974471403812825,0.0613154199884459,333.50118255343733,626058254.8563837,1443,1731,65.0,130.0,98.05266805266804,47.309298416094535,1.1995841995841996,1.1995841995841996,2.399168399168399,0.0069444444444444,0.0219137975739717,0.0034653499783567,1.997920997920998,0.1014492753623188
C_Lvav,14.120490066225164,34.641000000000005,1.781137601177336,0.06424976366322,368.973599704579,661770407.3824224,1159,1359,66.0,131.0,95.45901639344262,43.10281777662537,1.172562553925798,1.172562553925798,2.345125107851596,0.0086655112651646,0.0243677049179776,0.005670641199304,1.993097497842968,0.3809523809523809
C_Lvav,14.124950895436164,34.641000000000005,1.8974471403812825,0.0613154199884459,333.50118255343733,626058254.8563837,1443,1731,65.0,130.0,98.05266805266804,47.309298416094535,1.1995841995841996,1.1995841995841996,2.399168399168399,0.0069444444444444,0.0219137975739717,0.0034653499783567,1.997920997920998,0.1014492753623188
C_Lvav,14.124950895436164,34.641000000000005,1.8974471403812825,0.0613154199884459,333.50118255343733,626058254.8563837,1443,1731,65.0,130.0,98.05266805266804,47.309298416094535,1.1995841995841996,1.1995841995841996,2.399168399168399,0.0069444444444444,0.0219137975739717,0.0034653499783567,1.997920997920998,0.1014492753623188
C_Lvav,14.124950895436164,34.641000000000005,1.8974471403812825,0.0613154199884459,333.50118255343733,626058254.8563837,1443,1731,65.0,130.0,98.05266805266804,47.309298416094535,1.1995841995841996,1.1995841995841996,2.399168399168399,0.0069444444444444,0.0219137975739717,0.0034653499783567,1.997920997920998,0.1014492753623188
C_Lvav,12.65145923261391,34.641000000000005,1.8589946043165464,0.0477000353717026,300.07319664268584,313359565.90173864,1394,1668,75.0,150.0,108.10832137733142,48.81734662243375,1.1965566714490674,1.1965566714490674,2.393113342898135,0.0134196022046489,0.0215129699172474,0.0035652889008915,1.997847919655667,0.28125
C_Lvav,12.619265321375185,34.641,1.924657698056801,0.0479694925261584,290.762923019432,339158718.70508224,1130,1338,72.0,143.0,102.36814159292037,44.73428439295484,1.184070796460177,1.184070796460177,2.368141592920354,0.0124223602484472,0.0237874154934864,0.006047808451878,1.9964601769911503,0.5
C_Lvav,14.120490066225164,34.641000000000005,1.781137601177336,0.06424976366322,368.973599704579,661770407.3824224,1159,1359,66.0,131.0,95.45901639344262,43.10281777662537,1.172562553925798,1.172562553925798,2.345125107851596,0.0086655112651646,0.0243677049179776,0.005670641199304,1.993097497842968,0.3809523809523809
C_Lvav,14.124950895436164,34.641000000000005,1.8974471403812825,0.0613154199884459,333.50118255343733,626058254.8563837,1443,1731,65.0,130.0,98.05266805266804,47.309298416094535,1.1995841995841996,1.1995841995841996,2.399168399168399,0.0069444444444444,0.0219137975739717,0.0034653499783567,1.997920997920998,0.1014492753623188
C_Lvav,14.124950895436164,34.641000000000005,1.8974471403812825,0.0613154199884459,333.50118255343733,626058254.8563837,1443,1731,65.0,130.0,98.05266805266804,47.309298416094535,1.1995841995841996,1.1995841995841996,2.399168399168399,0.0069444444444444,0.0219137975739717,0.0034653499783567,1.997920997920998,0.1014492753623188
C_Lvav,13.34788859695218,34.641000000000005,1.9032033631108776,0.0523325869679453,316.6634214398318,475884552.6229113,1562,1903,62.0,124.0,93.4731113956466,45.64259261233934,1.2183098591549295,1.2183098591549295,2.436619718309859,0.0111182381868719,0.0227909090038285,0.0034112033148854,1.998079385403329,0.3980582524271845
C_Lvav,13.860959148936171,34.641000000000005,1.9623012765957444,0.0570644893617021,340.7131208510638,580057248.6206808,992,1175,70.0,140.0,97.8991935483871,41.282990462550046,1.184475806451613,1.184475806451613,2.368951612903226,0.0091001011122345,0.0255352423752988,0.0058643166060527,1.995967741935484,0.1219512195121952
C_Lvav,13.860959148936171,34.641000000000005,1.9623012765957444,0.0570644893617021,340.7131208510638,580057248.6206808,992,1175,70.0,140.0,97.8991935483871,41.282990462550046,1.184475806451613,1.184475806451613,2.368951612903226,0.0091001011122345,0.0255352423752988,0.0058643166060527,1.995967741935484,0.1219512195121952
C_Sav,13.848292668957615,34.64100000000001,1.8457313860252005,0.0571828768613974,305.17541294387166,553577795.558992,1452,1746,66.0,111.0,87.05785123966942,44.416200093789215,1.2024793388429753,1.2024793388429753,2.4049586776859506,0.0232183908045976,0.0227744727926248,0.0038825842274766,1.9986225895316805,0.0485436893203883
C_Sav,13.839370335380256,34.641,1.873312234293812,0.0561916702881436,316.90224799244214,552638750.510203,1765,2117,64.0,112.0,90.22096317280452,46.99932358212407,1.1994334277620398,1.1994334277620398,2.3988668555240795,0.0121005861221402,0.0215803821167933,0.0025734701853459,1.9988668555240796,0.2641509433962263
C_Sav,13.839370335380256,34.641,1.873312234293812,0.0561916702881436,316.90224799244214,552638750.510203,1765,2117,64.0,112.0,90.22096317280452,46.99932358212407,1.1994334277620398,1.1994334277620398,2.3988668555240795,0.0121005861221402,0.0215803821167933,0.0025734701853459,1.9988668555240796,0.2641509433962263
C_Sav,14.321832555728356,34.641,1.9039517884914463,0.0624591705546915,328.54880974598234,636813448.5441681,1612,1929,69.0,107.0,87.37344913151365,44.15655396444728,1.196650124069479,1.196650124069479,2.393300248138958,0.0072463768115942,0.0229270035737758,0.0039350080969409,1.9975186104218363,0.3406593406593405
C_Sav,14.321832555728356,34.641,1.9039517884914463,0.0624591705546915,328.54880974598234,636813448.5441681,1612,1929,69.0,107.0,87.37344913151365,44.15655396444728,1.196650124069479,1.196650124069479,2.393300248138958,0.0072463768115942,0.0229270035737758,0.0039350080969409,1.9975186104218363,0.3406593406593405
C_Sav,12.696627612412922,34.641000000000005,1.82102596580114,0.0495995560481317,287.09445028499056,350409184.1269791,1327,1579,61.0,91.0,76.23963828183874,39.57268518676383,1.1899020346646572,1.1899020346646572,2.3798040693293143,0.0077987421383647,0.0256180486106296,0.0048547174679488,1.998492840994725,0.3121019108280254
C_Sav,14.321832555728356,34.641,1.9039517884914463,0.0624591705546915,328.54880974598234,636813448.5441681,1612,1929,69.0,107.0,87.37344913151365,44.15655396444728,1.196650124069479,1.196650124069479,2.393300248138958,0.0072463768115942,0.0229270035737758,0.0039350080969409,1.9975186104218363,0.3406593406593405
C_Sav,13.839370335380256,34.641,1.873312234293812,0.0561916702881436,316.90224799244214,552638750.510203,1765,2117,64.0,112.0,90.22096317280452,46.99932358212407,1.1994334277620398,1.1994334277620398,2.3988668555240795,0.0121005861221402,0.0215803821167933,0.0025734701853459,1.9988668555240796,0.2641509433962263
C_Sav,13.839370335380256,34.641,1.873312234293812,0.0561916702881436,316.90224799244214,552638750.510203,1765,2117,64.0,112.0,90.22096317280452,46.99932358212407,1.1994334277620398,1.1994334277620398,2.3988668555240795,0.0121005861221402,0.0215803821167933,0.0025734701853459,1.9988668555240796,0.2641509433962263
