,index,GROWTH,CYCLES,SYMMETRY,ACTIVITY,GLUCOSE,OXYGEN,PRESSURE,RADIUS,WALL,SHEAR,CIRCUM,FLOW,SHORTPATH,GDIAMETER,GRADIUS,ECCENTRICITY,CLOSENESS,BETWEENNESS,EDGES,NODES,CLUSTERING,INDEGREE,OUTDEGREE,DEGREE,COMPONENTS,CONTEXT
23,23,0.997834758,1113.91358,0.792,0.096153846,0.0005745,1.331,38.93810996,6.190390619,2.103286428,0.05242036,109.3431411,30273967.06,4.597227251,121,61,87.69666667,0.003314072,0.002136794,2601,2100,0.019365079,1.238571429,1.238571429,2.477142857,1,C
24,24,1.36,1301.867725,0.757692308,0.784431138,0.001062,6.708,41.6621447,6.525379937,2.194636141,0.05394941,117.6614177,37666937.67,4.252446468,108,56,84.41290323,0.003074793,0.001784787,2861,2325,0.016487455,1.230537634,1.230537634,2.461075269,1,C
25,25,1.18017094,1290.766423,0.617021277,0.691176471,0.000741,4.286,40.44671868,6.617580801,2.216080801,0.065537824,115.1459607,46811312.34,3.532748394,110,57,85.77256153,0.003227597,0.001566263,2698,2194,0.019446977,1.229717411,1.229717411,2.459434822,1,C
26,26,1.291168091,1253.760638,0.769565217,0.698924731,0.001056,7.255,41.52428965,6.54553047,2.196656021,0.070741423,117.3427192,47504204.12,3.517283479,113,58,85.71441564,0.002908077,0.001557725,2724,2199,0.01606791,1.238744884,1.238744884,2.477489768,1,C
27,27,1.417663818,1293.922727,0.766666667,0.909547739,0.001834,11.92,40.81130927,6.655238715,2.226295242,0.058241742,115.8424542,41897730.49,4.539825699,109,55,83.31845537,0.003573525,0.002219031,2459,1994,0.022233367,1.233199599,1.233199599,2.466399198,1,C
28,28,1.381880342,1284.973404,0.717857143,0.730569948,0.001114,7.218,40.37881879,6.664297065,2.224380039,0.069493909,114.6662262,52317284.83,4.00077374,107,54,81.70522749,0.00320961,0.001888248,2555,2066,0.014843498,1.236689255,1.236689255,2.473378509,1,C
29,29,1.384615385,1311.089202,0.752941176,0.896103896,0.002181,13.91,39.92015569,6.427285768,2.171383283,0.05609807,112.691227,38678550.7,4.285727525,109,56,80.88197026,0.003663308,0.001938849,2656,2152,0.012391574,1.234200743,1.234200743,2.468401487,1,C
30,30,1.353162393,1300.193548,0.651851852,0.528089888,0.001458,9.121,39.88769109,6.973325466,2.319422155,0.058098893,114.9599616,45628934.49,5.094032693,111,60,86.01540616,0.003592635,0.002321471,2627,2142,0.01774043,1.226423903,1.226423903,2.452847806,1,C
31,31,0.904843305,1235.659341,0.682758621,0.296296296,0.0006492,1.766,41.8285839,7.088603425,2.337581507,0.070095511,120.2273469,65279631.48,4.637799219,110,57,84.35868188,0.003405507,0.00191084,2920,2367,0.01478665,1.233629066,1.233629066,2.467258133,1,C
32,32,1.384159544,1216.093525,0.714285714,0.067357513,0.0005983,1.817,40.00706572,7.13400206,2.352951792,0.065732084,115.629054,55570220.53,5.759579898,101,57,80.31347804,0.003975256,0.002838713,2427,1981,0.013461215,1.225138819,1.225138819,2.450277638,1,C
33,33,0.970940171,1164.371429,0.625,-0.325581395,0.0006326,2.486,38.78312555,6.446212135,2.184884854,0.040452936,109.7850084,23992565.34,5.276812388,95,53,76.24224279,0.0044025,0.002798122,2258,1837,0.015786609,1.229178008,1.229178008,2.458356015,1,C
34,34,0.928319088,1252.714286,0.689655172,0.311111111,0.0004488,1.06,40.38554449,7.014927789,2.328826831,0.057842286,116.567937,48545996.64,5.277144482,104,55,81.2845666,0.003923662,0.002175721,2922,2365,0.008879493,1.23551797,1.23551797,2.471035941,1,C
35,35,0.835099715,1109.414286,0.733333333,0.063291139,0.0005879,1.733,40.30701059,7.053449153,2.337720724,0.05577998,116.319871,42521155.16,5.422200502,109,56,82.25978312,0.003752134,0.002495113,2596,2121,0.010843942,1.223950967,1.223950967,2.447901933,1,C
36,36,0.975726496,1210.945652,0.541176471,0.222222222,0.0005341,1.185,39.71101877,6.796447552,2.276384983,0.047894128,113.7994306,34544604.47,6.246315981,106,55,82.3105618,0.004063294,0.002742246,2717,2225,0.013782772,1.221123596,1.221123596,2.442247191,1,C
37,37,0.898461538,1144.905882,0.573333333,0.274509804,0.0005353,1.107,41.55148002,7.409374796,2.426525693,0.068520898,121.0867178,63702930.51,5.64896633,97,50,75.79453441,0.004113634,0.002789408,2452,1976,0.013326586,1.240890688,1.240890688,2.481781377,1,C
38,38,0.842165242,1159.617978,0.678571429,0.333333333,0.0005985,1.174,40.4803688,7.65003362,2.486541205,0.075370806,118.9396831,78231242.74,5.243345434,107,56,81.6818866,0.00355244,0.002569686,2439,1993,0.011038635,1.223783241,1.223783241,2.447566483,1,C
39,39,1.067578348,1164.427481,0.781818182,0.425287356,0.00052,0.8323,41.62491815,7.658945201,2.486126702,0.079084947,122.0798541,80620274.48,5.780457495,109,57,83.3134972,0.003736632,0.002434428,2865,2319,0.010349288,1.235446313,1.235446313,2.470892626,1,C
40,40,1.335384615,1206.813665,0.720833333,-0.515384615,0.000255,0.6342,40.11607902,6.705844508,2.246453384,0.086919437,114.4920661,56830445.78,1.609273352,118,59,87.02336634,0.002526458,0.000614047,3132,2525,0.016237624,1.24039604,1.24039604,2.480792079,1,C
41,41,0.705641026,1132.87234,0.622222222,0.215686275,0.0006153,2.768,41.67056889,6.581955852,2.209106963,0.103557547,118.2002987,71441914.96,1.200607852,120,76,97.11340968,0.002179099,0.000425996,3375,2707,0.011821204,1.246767639,1.246767639,2.493535279,1,C
42,42,1.064843305,1193.429752,0.715151515,-0.068322981,0.0005685,1.107,38.93267081,6.408000671,2.168400336,0.070555819,110.188655,41854339.33,1.926471342,114,58,84.07548735,0.00264456,0.000771846,2980,2411,0.016590626,1.236001659,1.236001659,2.472003318,1,C
43,43,1.067350427,1224.982456,0.59,0.106666667,0.0006238,1.573,40.32102375,6.523417608,2.190703157,0.098058123,114.4865531,72136858.41,1.302131244,115,62,88.92,0.002221715,0.000451388,3453,2775,0.011531532,1.244324324,1.244324324,2.488648649,1,C
44,44,1.181994302,1241.772059,0.76,0.025125628,0.0004469,0.713,41.11124526,6.460156584,2.179928529,0.097598555,116.4617788,62815816.49,1.236114587,113,59,87.23994094,0.002167244,0.000438759,3372,2709,0.021164021,1.244739756,1.244739756,2.489479513,1,C
45,45,0.635897436,1054.52459,0.8125,0.1875,0.0005794,2.109,40.99117392,6.754272386,2.251188791,0.111023173,117.2488644,81207284.89,1.102470301,113,65,90.61340608,0.002081654,0.000412399,3194,2566,0.018576254,1.244738893,1.244738893,2.489477786,1,C
46,46,0.877720798,1082.818182,0.761904762,0.053763441,0.0006213,2.203,39.44998357,6.290329213,2.144114509,0.07181305,111.4577101,37289875.3,1.516353471,111,59,87.4388576,0.00251245,0.000587165,3074,2486,0.016090105,1.236524537,1.236524537,2.473049075,1,C
47,47,1.023361823,1295.776596,0.726666667,0.101694915,0.0005449,1.224,39.59280686,6.4281265,2.165512158,0.090192647,112.1078584,61368499.13,1.237702259,109,55,82.85036357,0.002256312,0.000455136,3249,2613,0.013139431,1.243398393,1.243398393,2.486796785,1,C
48,48,1.015384615,1178.182692,0.65,0.34351145,0.0005928,1.307,40.91149133,6.48040774,2.185886378,0.09051908,115.9241833,60260622.21,1.252748529,121,66,92.93764346,0.002188116,0.000460721,3230,2614,0.013261923,1.23565417,1.23565417,2.47130834,1,C
49,49,1.07008547,1229.619048,0.642424242,0.25203252,0.0005869,1.346,42.19400913,6.963253314,2.304135788,0.125201326,121.5952669,102957005.4,1.386433621,105,58,83.57790055,0.002202063,0.000491915,3395,2715,0.018661756,1.250460405,1.250460405,2.50092081,1,C
