dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,activity,growth,symmetry,timepoint,seed_key
-0.3513527,0.2053662,0.2979111,0.67274874,-0.76412225,1.7148421,0.71431553,-0.57521737,-1.1085215,0.017365426,-1.8562332,-1.5205194,0.3559109,-0.2982775,-1.6769042,1.6719272,-0.82830155,-0.5364928,-1.0765476,0.27377072,-0.6398375,1.1493342,0.046280727,0.3536629,-0.26687962,-2.575245,-0.042110786,0.3775727,-0.8588705,-0.096893094,1.3260019,1.7230241,1.0,1.15,0.55,9,CH_Savav_45
-1.4384224,2.376932,-1.0761124,-1.250178,-0.040145844,-0.7931033,0.6152037,0.29832476,1.5190688,0.63197243,0.1822468,-0.69547266,1.7484663,1.0799886,-1.3998688,1.7861124,-2.1198814,-0.028869301,-0.8932792,1.5986046,-0.03160418,1.1401474,1.2120649,0.6353751,-0.8436339,0.46367744,-0.41852188,1.5649347,1.3724134,-0.2738402,-0.85441643,0.5097034,0.14606741,1.1052136,0.48,12,CH_Savav_45
0.34130532,-0.5893056,-1.1112367,0.8537711,-0.8102856,-1.6340446,-0.19097221,0.07948358,0.77187264,-0.6903604,1.1767187,0.80588484,-0.27937606,-1.71983,-0.04237771,1.6948781,-2.4479702,0.83349895,0.87575084,0.24399805,0.90277505,2.3690472,-0.61169004,0.14939183,-0.08821426,-1.3825016,-1.2452437,-3.253906,0.35260478,-0.34371272,-0.41057834,-0.5815219,1.0,-0.6666667,0.8,2,CH_Savav_45
0.32001838,-0.96015286,0.658998,1.3952998,0.70163226,-0.48273364,0.5151665,-1.3029552,-2.6202312,0.14170933,-0.2546567,0.8018161,-0.7348076,0.30119818,-1.4356246,1.9967533,0.5266786,-0.11897105,0.1767028,-1.077946,-0.04473491,-0.6456299,-0.4003592,-0.14253062,0.12301718,-1.0938277,0.20617919,0.14786239,-1.2257161,-0.47179636,-0.26893184,-1.0833433,0.89041096,0.96866095,0.36,14,CH_Savav_45
0.63436705,-0.4074792,-0.45394528,0.88082254,0.6611251,1.7025129,-1.8626441,0.44463405,0.84189165,-0.113754615,0.44368175,1.1161134,0.039848104,0.028309159,-1.006461,-1.8630416,0.9172236,-0.8223416,-1.9059973,-0.097247005,-1.2921784,-0.370285,-1.5919983,0.9780991,-1.6815581,-0.9328543,0.5640602,0.19451152,0.9484631,0.66216487,-0.43293944,0.70487535,0.0,0.0,0.0,0,CH_Savav_45
-0.36322635,0.3052593,-0.28184226,-1.0540133,-1.4753376,-0.7002862,-0.8395251,-0.36581415,0.25560933,0.17702931,1.4027295,0.80427873,0.41119942,1.1124612,-0.4292475,-0.3768859,-1.1522392,-0.32715577,0.2346856,-0.35846484,-1.243173,-0.9271525,0.87879807,-0.1287133,-1.6392431,1.17351,2.5473118,-2.2514772,0.74953294,0.90031743,0.62127936,0.37232006,0.6888889,1.1575092,0.64,8,CH_Savav_45
-1.5786229,-0.15681662,-2.3227727,-1.8627006,1.2437644,0.04051665,-0.2644824,1.3447521,0.46859497,0.030296713,-0.24361205,-1.6237987,1.1991837,-0.13395329,-0.7910212,-0.44157994,0.64894724,3.2471876,-1.6042277,0.2598527,-0.12562543,0.17180815,0.22875023,-0.057321206,-0.38335663,1.4768277,0.12072008,-0.99182034,-2.0436745,-1.0859387,0.7871226,0.8477943,0.8947368,1.1468868,0.5478261,10,CH_Savav_45
1.3168535,0.93255675,-1.3744905,-0.49194646,0.9173625,-0.80776817,1.6209042,0.8506012,-1.8279411,0.40889603,0.3330538,-1.8834312,-0.5692092,-1.4516165,0.7357121,-0.23211235,0.04902397,0.38703573,-0.58388495,-1.3642236,-0.63982505,-0.34162655,-0.40343216,0.20091484,1.8109407,1.4342405,0.65558183,0.78102076,-0.49469882,-0.2509415,1.2799393,-1.2483565,1.0,0.4,0.5,3,CH_Savav_45
1.9614118,2.3141997,-0.38823447,0.24869624,-1.3923795,0.9762404,1.5383301,0.83714354,2.1376252,-0.6157428,-0.9690789,0.09299572,0.541412,-0.34196383,1.385309,-0.7020663,-0.18303105,1.7282577,0.88623285,0.51811844,0.043865055,0.950261,-0.55183244,-0.37630767,-1.3147483,-0.8525764,-0.8511076,0.69185925,-0.88194764,0.7908691,2.661201,1.2601789,0.8933333,1.0475363,0.30769232,13,CH_Savav_45
1.5716313,-0.9716317,0.43955234,0.8068671,-1.5856539,0.40582573,0.27681133,0.43140793,-0.23647064,-0.8186847,-0.32570118,0.7234886,0.46616343,-0.6137872,-0.78723204,0.688185,-0.7731666,0.22499263,1.0260372,0.9650615,-0.66192305,-0.99903065,1.5424266,0.5583825,-1.9753882,0.22657838,-0.6752633,-0.9373733,-0.36054602,-0.81300604,-1.0276523,0.10867847,1.0,1.2494173,0.65,7,CH_Savav_45
1.2237736,1.1402687,0.6123321,1.5454891,0.20559663,1.593638,-0.28966394,-1.3016627,-2.3855257,1.2652386,0.62670827,0.21238114,0.11820418,-1.274472,0.8507359,-2.8059077,1.665056,-0.1811322,-0.6392729,-1.75231,-2.6456733,0.36982626,0.07318819,1.6796333,0.8952309,-0.85216093,1.8658481,-1.008929,-1.6622872,0.5439056,-0.17907006,1.0922005,0.84,1.1383458,0.53846157,11,CH_Savav_45
0.760025,0.81734616,-0.39362,-1.0933965,-0.29141164,0.53244877,0.15784733,0.7078788,-0.18188825,0.3666825,1.5113014,-0.20678844,0.8264961,1.7088441,0.37772906,0.8269138,0.6763726,0.6193312,0.85903585,1.4959003,-0.484635,-0.041464463,-0.26774853,1.3354088,-1.1292105,1.294646,0.056982122,-0.18781197,-0.18961698,0.02469775,1.3065386,0.30741274,1.0,1.1904762,0.6857143,5,CH_Savav_45
1.8242302,-0.07715249,1.7490659,2.262051,-0.59818465,-0.18728897,0.26989424,0.7873678,0.738987,-0.60451317,-0.16926754,-1.6390417,0.11301917,0.27862617,0.5430914,2.0257113,-1.3656946,-1.1277857,0.3128418,0.6421422,0.1964609,0.86534894,0.2071433,-1.5829245,-0.721284,0.11268431,-2.320304,0.37727493,0.28423142,-1.693925,0.73711044,-0.4616152,1.0,0.8,0.56666666,4,CH_Savav_45
1.0767834,0.058701817,0.00045916997,-1.3998485,1.1475024,-0.48405248,-0.9185841,-1.018034,0.34644583,-0.12631857,2.1570961,2.058236,0.9062695,0.83825916,0.25855756,-1.365645,0.97593516,-0.6879921,0.375759,-0.63306135,-0.62521404,-0.5944755,-0.5535189,0.53189635,1.7676772,-1.2508088,2.596425,-1.2625344,-0.19453457,-0.08145916,1.4637215,-0.3157149,1.0,0.0,1.0,1,CH_Savav_45
0.80339193,-2.3121862,-1.8418124,-0.14276734,0.5697742,-0.4555288,-1.7488142,-0.25017786,0.36051968,0.85436916,0.8910335,1.5176013,0.124632925,0.49557766,0.27205074,-0.5109065,-0.14923628,0.1242128,-0.756289,0.3125977,0.045027424,-0.96070737,-1.5821289,0.14355302,2.6037912,-0.43196392,0.9258409,-1.679656,-0.030702412,0.31051254,0.7234826,1.7854507,1.0,1.2282828,0.54545456,6,CH_Savav_45
-0.52836376,0.2872055,0.18242495,-0.45939118,-2.0041783,1.3633469,0.4458961,-0.85767084,-1.4242603,1.6247555,-0.09835827,-1.2413088,0.22704004,0.96939933,0.6785056,1.2523586,-0.20377395,2.3542268,-1.3027879,-0.2530223,-0.98711324,-0.057739705,-0.97190297,-0.1106892,0.022179857,-0.91964483,0.13098863,0.4383098,-0.2139175,-0.30392864,0.383417,-0.5747407,1.0,1.159596,0.6363636,6,CH_Lvav_10
-0.70259756,-0.4339551,-0.9453216,0.5841485,-0.43746454,1.0195979,0.64116895,2.1958961,0.8157834,-0.24519032,0.9486855,1.2377595,0.50651896,-0.31364518,0.2932374,1.1760919,-1.9963617,-1.3905225,-1.1888785,1.635401,2.4732141,1.4359875,-1.3285668,2.4962442,0.08918272,-0.82957673,-1.9479821,-0.34730136,-0.48399365,-0.8094591,0.54662836,-0.56826204,1.0,1.3571428,0.53333336,5,CH_Lvav_10
-1.9846163,0.8991277,-1.0958267,0.33133548,1.3237908,-0.14838389,0.6154452,-0.6556933,0.09959616,0.50651336,0.08255342,-2.3348215,0.23065841,0.18967949,0.4580768,0.9740132,-1.2998253,-0.74999404,-1.394084,-0.8566811,0.182231,1.2518038,-0.3214168,0.22161779,-0.4308107,-0.88262284,0.70122653,-0.66147125,-1.142211,0.17965245,-0.05487884,1.3599432,1.0,1.1002331,0.56,7,CH_Lvav_10
