,GROWTH,CYCLES,SYMMETRY,ACTIVITY,GLUCOSE,OXYGEN,PRESSURE,RADIUS,WALL,SHEAR,CIRCUM,FLOW,SHORTPATH,GDIAMETER,GRADIUS,ECCENTRICITY,CLOSENESS,BETWEENNESS,EDGES,NODES,CLUSTERING,INDEGREE,OUTDEGREE,DEGREE,COMPONENTS,CONTEXT
0,1.03019943019943,1172.0973451327434,0.725,0.1677852348993289,0.0004689,0.7871,40.89859538724371,12.751284738040995,1.9692910022779044,0.0394282380410022,285.8491480637819,291909759.6670273,9.844671406075442,112.0,66.0,88.83712905452036,0.0051614351179843,0.0066571045085904,1756.0,1449.0,0.0165631469979296,1.211870255348516,1.211870255348516,2.423740510697032,1.0,C
1,0.9255840455840456,1127.378048780488,0.5806451612903225,0.2452830188679244,0.0005574,1.358,37.19908835697399,12.176507683215116,1.8779952718676127,0.0334217765957447,260.85655082742306,186449359.43433785,9.92648278006988,113.0,64.0,93.10313588850174,0.005028895083435,0.0067825014760939,1692.0,1435.0,0.0139372822299651,1.1790940766550522,1.1790940766550522,2.3581881533101043,1.0,C
2,0.8624501424501423,1133.1470588235295,0.8,0.2619047619047618,0.0005947,1.693,35.959153895274575,12.11329246487867,1.8936532567049824,0.0338282899106002,245.42059067688388,201698993.4408684,11.64347507142974,115.0,60.0,86.42780748663101,0.005992236133968,0.0087247896089696,1566.0,1309.0,0.009676597911892,1.1963330786860198,1.1963330786860198,2.39266615737204,1.0,C
3,0.924216524216524,1190.9135802469136,0.696,-0.0095238095238094,0.0006286,1.983,37.49914728192163,13.025400126422248,1.9233463969658624,0.0424285575221239,273.3695012642227,312121526.16466475,9.397989179130196,106.0,59.0,84.1310606060606,0.0057125651608813,0.006970283353332,1582.0,1320.0,0.0113636363636363,1.1984848484848485,1.1984848484848485,2.396969696969697,1.0,C
4,1.1617094017094016,1288.704761904762,0.6461538461538462,0.1875,0.0006301,1.817,38.81614405010441,13.559370041753658,1.9407912317327785,0.0447944290187891,296.1285955114816,377144100.932151,10.44276399643119,116.0,61.0,85.69337539432176,0.005470288583863,0.0064557591595161,1916.0,1585.0,0.0096740273396424,1.208832807570978,1.208832807570978,2.417665615141956,1.0,C
5,1.0199430199430195,1205.3189655172414,0.7862068965517242,0.2727272727272727,0.0005295,0.8382,38.705460331557205,12.668527531083484,1.9357489638839531,0.0368990509177027,279.8862297217289,256249057.132978,9.383600857313375,105.0,56.0,78.40596167494677,0.0053692242534151,0.0065175608086552,1689.0,1409.0,0.0177430801987224,1.198722498225692,1.198722498225692,2.397444996451384,1.0,C
6,1.1277492877492876,1221.2,0.6352941176470588,0.0090090090090089,0.0006797,2.446,39.54143888573053,13.200427515633873,1.985023877202957,0.0419731193860147,284.515704945992,303825291.9101191,8.650616067433926,113.0,82.0,98.22447599729549,0.0045755154259727,0.0057310681012265,1759.0,1479.0,0.0101419878296146,1.189317106152806,1.189317106152806,2.378634212305612,1.0,C
7,1.177207977207977,1205.936936936937,0.7030303030303031,-0.0294117647058823,0.0006172,1.564,41.04282744215939,13.81012275064268,2.097461439588693,0.047168662596401,299.2137744215942,441987580.90957695,9.49757761146394,109.0,55.0,81.84621329211747,0.0059295560790187,0.0071798343194667,1556.0,1294.0,0.002833590932509,1.2024729520865534,1.2024729520865534,2.4049459041731067,1.0,C
8,1.1213675213675214,1192.3333333333333,0.6256410256410256,0.1257485029940119,0.0005974,1.402,39.138819198751335,13.33612955254944,1.9225894901144616,0.0451875395421436,297.3079027055154,352189412.7808013,10.958885690952227,111.0,60.0,83.27954256670903,0.0059070997347973,0.0068172713113444,1922.0,1574.0,0.0080474375264718,1.2210927573062262,1.2210927573062262,2.4421855146124525,1.0,C
9,1.1509971509971508,1201.918699186992,0.718918918918919,-0.1012658227848101,0.0005272,1.384,37.98489543524416,11.755849256900197,1.9134893842887488,0.0311195923566879,250.77541985137952,152159517.31502095,8.873265598603671,122.0,87.0,102.86464263124604,0.0049228273118376,0.005496029138599,1884.0,1581.0,0.0177103099304237,1.191650853889943,1.191650853889943,2.383301707779886,1.0,C
10,1.4384045584045584,1286.0,0.7222222222222222,0.8675496688741722,0.002658,17.66,38.78832497492474,12.11669358074226,1.8384302908726164,0.0467787081243732,292.6465546639924,328548116.32261693,4.235868911605532,112.0,72.0,91.8515625,0.0035039097500407,0.002481557646066,1994.0,1664.0,0.0146233974358974,1.1983173076923077,1.1983173076923077,2.3966346153846154,1.0,C
11,1.323076923076923,1255.7021276595744,0.8130434782608695,0.6399999999999999,0.0007597,4.134,36.35654256384578,12.187157235853793,1.7964161241862842,0.0468303019529294,277.9488627941912,323705862.6558329,5.001670965842426,136.0,68.0,103.42528735632185,0.004092453654064,0.0029506841421191,1997.0,1653.0,0.0110909457551925,1.20810647307925,1.20810647307925,2.4162129461585,1.0,C
12,1.3182905982905984,1233.673796791444,0.7652173913043478,0.9268292682926828,0.001965,11.48,38.21945798816566,11.70345088757398,1.823008678500988,0.0417017917159762,274.80279644970415,249433948.5725841,4.455016676730867,113.0,58.0,87.83038700430005,0.0035701632895466,0.0020743200594726,2535.0,2093.0,0.016881669055582,1.2111801242236024,1.2111801242236024,2.422360248447205,1.0,C
13,1.3360683760683758,1248.515306122449,0.7,0.8500000000000001,0.001006,5.986,36.09151137538779,11.133449327817996,1.777541882109621,0.036733329369183,257.35344881075525,183617147.3573424,4.997572861407778,124.0,66.0,92.42655193607868,0.0040274340676781,0.0029961308492097,1934.0,1627.0,0.0106535545994673,1.1886908420405655,1.1886908420405655,2.377381684081131,1.0,C
14,1.374131054131054,1242.1283422459894,0.7956521739130434,0.6195652173913044,0.001015,6.088,36.855008928571415,11.142744953416155,1.7851898291925414,0.0379840197981366,251.35921777950247,165550614.1481369,4.733671439423451,124.0,66.0,97.24679029957204,0.0035468964115795,0.0021956438323775,2576.0,2103.0,0.0196544618798541,1.2249167855444605,1.2249167855444605,2.4498335710889205,1.0,C
15,1.295042735042735,1212.3,0.5781818181818181,0.803030303030303,0.001368,8.544,39.06966882845192,11.777181589958158,1.8405903765690357,0.0442982041841004,279.39957824267793,279326124.84979093,4.333609655830133,112.0,59.0,86.84067622950819,0.0036629558044551,0.0021621400165767,2390.0,1952.0,0.0134904371584699,1.224385245901639,1.224385245901639,2.4487704918032787,1.0,C
16,1.2335042735042734,1195.1863354037266,0.6857142857142857,0.7777777777777777,0.001106,6.956,38.01645207073052,11.776519311307586,1.794859469520709,0.0465365546765938,277.64103676128406,296840539.7624939,3.469374954090057,113.0,64.0,88.25536723163842,0.0036745777419002,0.0019029684944673,2149.0,1770.0,0.0129943502824858,1.2141242937853107,1.2141242937853107,2.428248587570621,1.0,C
